Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
2.170077650,0,0,0,1,0,0,0,0,0,1
2.170086250,0,0,0,1,0,0,0,0,1,1
2.170094900,0,0,0,1,0,0,0,0,0,1
2.170095900,0,0,0,1,0,0,0,1,0,1
2.170096150,0,0,0,1,1,1,0,1,0,1
2.170096350,0,0,0,0,1,1,0,1,0,1
2.170096500,0,0,0,1,0,0,1,1,0,1
2.170172650,0,0,0,1,0,0,1,1,1,1
2.171677900,1,0,0,1,0,0,1,0,1,1
2.171678700,1,0,0,1,0,0,1,1,1,1
2.402526950,1,0,0,1,0,0,1,1,1,0
2.402535600,1,0,0,1,0,0,1,1,1,1
2.402544250,1,0,0,1,0,0,1,1,1,0
2.402604700,1,0,0,1,0,0,1,1,1,1
2.402613350,1,0,0,1,0,0,1,1,1,0
2.402622000,1,0,0,1,0,0,1,1,1,1
2.402625800,1,0,0,1,1,0,1,1,1,1
2.402625850,0,0,0,0,1,0,0,0,1,1
2.402630650,0,0,0,0,1,0,0,0,1,0
2.402647900,0,0,0,0,1,0,0,0,1,1
2.402656550,0,0,0,0,1,0,0,0,1,0
2.402691100,0,0,0,0,1,0,0,0,1,1
2.402699750,0,0,0,0,1,0,0,0,1,0
2.402717000,0,0,0,0,1,0,0,0,1,1
2.402725650,0,0,0,0,1,0,0,0,1,0
2.402777500,0,0,0,0,1,0,0,0,1,1
2.402786150,0,0,0,0,1,0,0,0,1,0
2.402812050,0,0,0,0,1,0,0,0,1,1
2.402838000,0,0,0,0,1,0,0,0,1,0
2.402855250,0,0,0,0,1,0,0,0,1,1
2.402872550,0,0,0,0,1,0,0,0,1,0
2.402881200,0,0,0,0,1,0,0,0,1,1
2.402889850,0,0,0,0,1,0,0,0,1,0
2.402950300,0,0,0,0,1,0,0,0,1,1
2.402958950,0,0,0,0,1,0,0,0,1,0
2.402967600,0,0,0,0,1,0,0,0,1,1
2.402984900,0,0,0,0,1,0,0,0,1,0
2.403010800,0,0,0,0,1,0,0,0,1,1
2.403019450,0,0,0,0,1,0,0,0,1,0
2.403028050,0,0,0,0,1,0,0,0,1,1
2.403045350,0,0,0,0,1,0,0,0,1,0
